abone_id,yas,cinsiyet,aylik_gelir,harcama,sehir,egitim
abone4916,60,erkek,3182,Eğitim,Şanlıurfa,ortaokul
abone4917,41,kadin,4419,Ulaşım,Kahramanmaraş,doktora
abone4918,38,kadin,15811,Ulaşım,Istanbul,lise
abone4919,37,erkek,5324,Ev Giderleri,Denizli,lise
abone4920,38,erkek,11153,Ev Giderleri,Denizli,lisans
abone4921,37,erkek,4256,Ev Giderleri,Mersin,doktora
abone4922,28,kadin,3000,Gıda,Balıkesir,ortaokul
abone4923,25,kadin,9481,Giyim,Istanbul,ortaokul
abone4924,63,kadin,4498,Diğer,Manisa,lisans
abone4925,60,erkek,12496,Gıda,Istanbul,yuksek lisans
abone4926,32,erkek,17760,Eğlence,Mersin,lisans
abone4927,61,erkek,5117,Eğitim,Adana,lise
abone4928,39,kadin,3000,Ulaşım,Istanbul,lisans
abone4929,31,erkek,15511,Giyim,Malatya,lise
abone4930,18,erkek,12091,Gıda,Malatya,lise
abone4931,48,kadin,6794,Sağlık,Samsun,lisans
abone4932,30,kadin,8726,Ev Giderleri,Denizli,lise
abone4933,31,kadin,3000,Eğlence,Kahramanmaraş,lisans
abone4934,18,erkek,12670,Eğitim,Ankara,ortaokul
abone4935,55,kadin,8506,Diğer,Gaziantep,lisans
abone4936,41,erkek,8080,Eğitim,Diyarbakır,ortaokul
abone4937,26,kadin,13838,Ev Giderleri,Malatya,yuksek lisans
abone4938,55,kadin,8447,Ev Giderleri,Malatya,ortaokul
abone4939,61,kadin,5518,Eğlence,Denizli,lisans
abone4940,43,kadin,9966,Giyim,Balıkesir,lisans
abone4941,37,kadin,6407,Gıda,Kocaeli,lisans
abone4942,49,erkek,9935,Ulaşım,Konya,lise
abone4943,54,erkek,12366,Eğlence,Balıkesir,lise
abone4944,45,erkek,14372,Ulaşım,Konya,lise
abone4945,41,erkek,12700,Eğlence,Mersin,lisans
abone4946,46,kadin,4916,Ev Giderleri,Istanbul,lise
abone4947,39,erkek,7398,Sağlık,Sivas,lisans
abone4948,30,erkek,3000,Eğitim,Ankara,lisans
abone4949,61,erkek,10111,Eğlence,Sivas,lisans
abone4950,55,kadin,7832,Gıda,Trabzon,lise
abone4951,24,kadin,5680,Eğitim,Samsun,lise
abone4952,55,kadin,9600,Ev Giderleri,Manisa,lise
abone4953,18,kadin,9062,Eğlence,Ankara,yuksek lisans
abone4954,39,erkek,5729,Eğlence,Samsun,yuksek lisans
abone4955,65,kadin,9742,Gıda,Samsun,lisans
abone4956,60,kadin,12654,Diğer,Izmir,yuksek lisans
abone4957,35,erkek,9585,Diğer,Antalya,lisans
abone4958,53,erkek,13198,Giyim,Diyarbakır,lise
abone4959,36,kadin,7387,Eğlence,Denizli,ortaokul
abone4960,30,erkek,10768,Eğlence,Mersin,yuksek lisans
abone4961,41,erkek,11545,Diğer,Balıkesir,ortaokul
abone4962,58,erkek,4136,Eğitim,Kahramanmaraş,lise
abone4963,48,erkek,10231,Ulaşım,Denizli,yuksek lisans
abone4964,47,kadin,8504,Diğer,Adana,ortaokul
abone4965,19,erkek,5617,Ulaşım,Mersin,ortaokul
abone4966,57,erkek,11294,Ev Giderleri,Kahramanmaraş,lisans
abone4967,38,kadin,14102,Diğer,Ankara,yuksek lisans
abone4968,57,erkek,14591,Eğitim,Antalya,ortaokul
abone4969,34,kadin,3000,Diğer,Şanlıurfa,lise
abone4970,41,erkek,15145,Giyim,Şanlıurfa,yuksek lisans
abone4971,52,erkek,16368,Ev Giderleri,Bursa,yuksek lisans
abone4972,58,kadin,12452,Giyim,Mersin,lise
abone4973,27,erkek,6510,Ulaşım,Izmir,lise
abone4974,45,erkek,20554,Ev Giderleri,Kocaeli,lisans
abone4975,28,erkek,12204,Gıda,Manisa,lisans
abone4976,33,kadin,7936,Ulaşım,Adana,lisans
abone4977,63,erkek,16234,Gıda,Gaziantep,lisans
abone4978,25,kadin,6970,Eğlence,Bursa,lise
abone4979,38,kadin,10909,Eğitim,Ankara,lise
abone4980,54,erkek,10839,Diğer,Mersin,lise
abone4981,46,erkek,12439,Eğlence,Malatya,lisans
abone4982,61,erkek,4187,Eğlence,Adana,lise
abone4983,34,erkek,10765,Diğer,Malatya,doktora
abone4984,34,kadin,13294,Eğlence,Bursa,lisans
abone4985,64,kadin,6247,Sağlık,Denizli,lisans
abone4986,36,erkek,9781,Ulaşım,Şanlıurfa,lisans
abone4987,55,erkek,3042,Gıda,Balıkesir,lisans
abone4988,47,kadin,5745,Gıda,Antalya,ilkokul
abone4989,45,kadin,16755,Eğitim,Samsun,ortaokul
abone4990,57,kadin,9109,Ulaşım,Gaziantep,lisans
abone4991,57,kadin,4385,Gıda,Konya,ortaokul
abone4992,62,kadin,10911,Ev Giderleri,Manisa,ortaokul
abone4993,32,kadin,3000,Sağlık,Trabzon,lisans
abone4994,51,erkek,3000,Ulaşım,Kahramanmaraş,lisans
abone4995,23,erkek,8569,Ev Giderleri,Kocaeli,lise
abone4996,45,erkek,5878,Ulaşım,Manisa,lise
abone4997,67,erkek,9691,Eğitim,Istanbul,lisans
abone4998,18,kadin,17992,Gıda,Balıkesir,lisans
abone4999,60,kadin,12938,Ulaşım,Sivas,lise
abone5000,32,kadin,14127,Sağlık,Diyarbakır,yuksek lisans
abone5001,18,erkek,3000,Diğer,Balıkesir,lisans
abone5002,41,erkek,11447,Sağlık,Şanlıurfa,lisans
abone5003,55,kadin,7919,Giyim,Sivas,yuksek lisans
abone5004,41,erkek,3000,Diğer,Gaziantep,lisans
abone5005,55,erkek,10875,Ev Giderleri,Konya,lise
abone5006,51,erkek,4332,Eğitim,Kahramanmaraş,ortaokul
abone5007,20,kadin,16881,Giyim,Mersin,lise
abone5008,32,kadin,9108,Diğer,Trabzon,yuksek lisans
abone5009,61,kadin,11133,Sağlık,Manisa,lisans
abone5010,56,kadin,17572,Giyim,Konya,lisans
abone5011,46,erkek,6663,Eğlence,Kocaeli,lisans
abone5012,28,erkek,8545,Eğlence,Diyarbakır,yuksek lisans
abone5013,35,erkek,4689,Giyim,Adana,lise
abone5014,18,erkek,11815,Eğlence,Şanlıurfa,lisans
abone5015,67,erkek,7777,Sağlık,Trabzon,lisans
abone5016,26,erkek,3993,Sağlık,Konya,yuksek lisans
abone5017,20,kadin,6713,Gıda,Samsun,lisans
abone5018,32,kadin,6459,Gıda,Adana,lisans
abone5019,18,kadin,7732,Giyim,Adana,lise
abone5020,20,erkek,4241,Ulaşım,Kahramanmaraş,lise
abone5021,58,erkek,5663,Ev Giderleri,Samsun,lisans
abone5022,30,kadin,18307,Eğitim,Antalya,ortaokul
abone5023,61,kadin,6057,Ulaşım,Istanbul,lisans
abone5024,61,erkek,3000,Ulaşım,Denizli,lisans
abone5025,42,kadin,8056,Diğer,Malatya,ilkokul
abone5026,32,erkek,4346,Sağlık,Denizli,lise
abone5027,63,kadin,10101,Ev Giderleri,Bursa,ortaokul
abone5028,50,erkek,16474,Ev Giderleri,Ankara,yuksek lisans
abone5029,62,erkek,8134,Eğitim,Ankara,lisans
abone5030,24,kadin,8453,Ev Giderleri,Sivas,yuksek lisans
abone5031,65,kadin,16419,Sağlık,Adana,yuksek lisans
abone5032,41,kadin,9041,Ulaşım,Bursa,lise
abone5033,23,erkek,4509,Diğer,Istanbul,lisans
abone5034,23,kadin,12966,Eğitim,Malatya,lise
abone5035,30,kadin,10229,Giyim,Bursa,ilkokul
abone5036,31,kadin,6916,Diğer,Denizli,doktora
abone5037,41,erkek,15168,Eğitim,Izmir,lisans
abone5038,40,erkek,3075,Ulaşım,Diyarbakır,ilkokul
abone5039,31,kadin,8312,Gıda,Ankara,lise
abone5040,64,erkek,11265,Ulaşım,Antalya,doktora
abone5041,57,erkek,8065,Gıda,Mersin,lisans
abone5042,26,kadin,3570,Eğlence,Izmir,lise
abone5043,54,erkek,3000,Ulaşım,Gaziantep,lise
abone5044,41,erkek,12314,Ev Giderleri,Kahramanmaraş,yuksek lisans
abone5045,21,erkek,8627,Eğitim,Diyarbakır,lisans
abone5046,56,erkek,13071,Gıda,Gaziantep,lise
abone5047,55,erkek,12608,Eğlence,Bursa,lise
abone5048,42,erkek,10530,Sağlık,Ankara,lise
abone5049,22,kadin,3968,Giyim,Adana,yuksek lisans
abone5050,46,kadin,9442,Ulaşım,Istanbul,lisans
abone5051,42,kadin,10181,Ulaşım,Malatya,lisans
abone5052,19,erkek,10427,Gıda,Manisa,ortaokul
abone5053,63,erkek,17295,Giyim,Adana,lisans
abone5054,24,erkek,3029,Sağlık,Samsun,lisans
abone5055,28,erkek,3000,Gıda,Sivas,lisans
abone5056,29,erkek,3000,Eğitim,Istanbul,lisans
abone5057,38,erkek,11461,Sağlık,Samsun,yuksek lisans
abone5058,61,kadin,9706,Sağlık,Trabzon,lisans
abone5059,49,kadin,10839,Sağlık,Kahramanmaraş,lisans
abone5060,34,kadin,13702,Diğer,Diyarbakır,lisans
abone5061,48,kadin,10562,Eğlence,Kahramanmaraş,lisans
abone5062,52,kadin,9316,Diğer,Malatya,ortaokul
abone5063,67,erkek,13736,Ev Giderleri,Antalya,lisans
abone5064,42,erkek,8594,Giyim,Denizli,lise
abone5065,45,kadin,9566,Giyim,Samsun,lise
abone5066,32,kadin,8533,Sağlık,Şanlıurfa,lisans
abone5067,48,erkek,10380,Eğitim,Gaziantep,lisans
abone5068,49,kadin,12886,Diğer,Istanbul,lise
abone5069,40,erkek,10894,Diğer,Samsun,lise
abone5070,43,erkek,13450,Ev Giderleri,Antalya,doktora
abone5071,28,erkek,10036,Ulaşım,Sivas,lisans
abone5072,29,kadin,10901,Ev Giderleri,Kahramanmaraş,lise
abone5073,49,kadin,8424,Eğlence,Samsun,lisans
abone5074,38,erkek,14748,Sağlık,Istanbul,ortaokul
abone5075,58,erkek,6308,Gıda,Mersin,doktora
abone5076,50,kadin,15763,Sağlık,Kocaeli,lise
abone5077,20,kadin,9370,Ev Giderleri,Manisa,lise
abone5078,27,erkek,3000,Diğer,Kocaeli,lisans
abone5079,61,erkek,15712,Ulaşım,Kocaeli,ilkokul
abone5080,22,erkek,4514,Giyim,Sivas,lise
abone5081,18,erkek,8816,Gıda,Sivas,yuksek lisans
abone5082,47,erkek,12894,Diğer,Mersin,lisans
abone5083,42,erkek,8462,Ev Giderleri,Denizli,lise
abone5084,36,kadin,11325,Gıda,Konya,lise
abone5085,25,kadin,5939,Gıda,Samsun,lisans
abone5086,55,erkek,3000,Giyim,Trabzon,lise
abone5087,56,erkek,11922,Ev Giderleri,Samsun,lisans
abone5088,26,erkek,6287,Diğer,Antalya,lisans
abone5089,39,kadin,8133,Ev Giderleri,Trabzon,lisans
abone5090,63,kadin,3000,Sağlık,Samsun,lisans
abone5091,50,kadin,6043,Ulaşım,Ankara,lisans
abone5092,59,kadin,8912,Giyim,Sivas,yuksek lisans
abone5093,68,erkek,10802,Eğitim,Samsun,lisans
abone5094,25,erkek,13458,Giyim,Şanlıurfa,lisans
abone5095,23,kadin,7598,Eğitim,Antalya,lisans
abone5096,47,kadin,3000,Giyim,Trabzon,yuksek lisans
abone5097,33,erkek,9747,Ev Giderleri,Trabzon,lisans
abone5098,25,kadin,9236,Gıda,Trabzon,yuksek lisans
abone5099,37,kadin,3000,Eğlence,Diyarbakır,lise
abone5100,34,erkek,10789,Ulaşım,Denizli,lise
abone5101,23,erkek,20025,Eğlence,Diyarbakır,lisans
abone5102,26,kadin,10763,Eğlence,Adana,lisans
abone5103,58,erkek,4959,Giyim,Balıkesir,ortaokul
abone5104,47,erkek,6652,Diğer,Manisa,lisans
abone5105,58,erkek,5959,Ev Giderleri,Adana,ortaokul
abone5106,48,kadin,14203,Gıda,Gaziantep,ortaokul
abone5107,21,erkek,6724,Ulaşım,Kocaeli,yuksek lisans
abone5108,44,kadin,12577,Eğlence,Şanlıurfa,lisans
abone5109,43,erkek,5882,Eğitim,Izmir,lise
abone5110,62,erkek,5150,Eğitim,Konya,lisans
abone5111,27,erkek,11883,Giyim,Kahramanmaraş,lise
abone5112,63,erkek,14310,Diğer,Ankara,ortaokul
abone5113,47,kadin,8530,Ulaşım,Samsun,lise
abone5114,61,erkek,17437,Diğer,Gaziantep,lise
abone5115,27,erkek,6917,Eğitim,Şanlıurfa,lise
abone5116,27,erkek,10861,Ulaşım,Adana,doktora
abone5117,57,erkek,5506,Gıda,Bursa,ilkokul
abone5118,47,erkek,10260,Gıda,Diyarbakır,doktora
abone5119,26,kadin,5703,Sağlık,Izmir,lisans
abone5120,23,kadin,13068,Giyim,Adana,lisans
abone5121,37,kadin,14573,Ulaşım,Diyarbakır,ortaokul
abone5122,49,kadin,11061,Eğlence,Balıkesir,lisans
abone5123,48,kadin,8745,Ulaşım,Istanbul,lise
abone5124,18,erkek,8668,Sağlık,Gaziantep,lise
abone5125,37,erkek,15537,Diğer,Mersin,lise
abone5126,53,kadin,14591,Eğlence,Konya,lise
abone5127,55,erkek,16166,Ev Giderleri,Adana,lisans
abone5128,48,kadin,7287,Diğer,Samsun,lise
abone5129,34,erkek,8934,Ev Giderleri,Kocaeli,lise
abone5130,33,kadin,5920,Giyim,Malatya,lisans
abone5131,57,kadin,3000,Sağlık,Izmir,doktora
abone5132,19,erkek,10673,Diğer,Mersin,lise
abone5133,60,erkek,12789,Eğlence,Kocaeli,doktora
abone5134,29,erkek,14555,Ulaşım,Kahramanmaraş,ortaokul
abone5135,55,kadin,4591,Gıda,Mersin,ilkokul
abone5136,21,kadin,8252,Ulaşım,Balıkesir,lise
abone5137,19,erkek,18449,Eğlence,Samsun,lisans
abone5138,54,kadin,5403,Diğer,Diyarbakır,ortaokul
abone5139,45,kadin,11031,Ulaşım,Diyarbakır,ortaokul
abone5140,34,kadin,7552,Ev Giderleri,Ankara,lise
abone5141,44,erkek,9724,Ulaşım,Konya,lisans
abone5142,59,erkek,6345,Giyim,Kahramanmaraş,lise
abone5143,23,kadin,12109,Giyim,Bursa,lisans
abone5144,54,erkek,6770,Gıda,Denizli,doktora
abone5145,60,kadin,8101,Sağlık,Konya,lise
abone5146,19,kadin,12544,Sağlık,Trabzon,lise
abone5147,43,kadin,9631,Ev Giderleri,Kahramanmaraş,lisans
abone5148,34,erkek,11645,Giyim,Istanbul,lisans
abone5149,55,kadin,3909,Giyim,Şanlıurfa,yuksek lisans
abone5150,29,kadin,9097,Ulaşım,Bursa,ilkokul
abone5151,59,erkek,8569,Sağlık,Bursa,lise
abone5152,45,kadin,8988,Eğitim,Balıkesir,lise
abone5153,41,erkek,9677,Gıda,Malatya,lise
abone5154,41,kadin,10214,Eğlence,Samsun,lise
abone5155,64,erkek,9842,Ulaşım,Balıkesir,lisans
abone5156,28,erkek,7851,Eğlence,Kocaeli,lise
abone5157,20,kadin,9626,Eğitim,Gaziantep,lise
abone5158,20,kadin,9638,Sağlık,Bursa,lise
abone5159,58,erkek,12364,Eğitim,Bursa,ortaokul
abone5160,52,erkek,8330,Eğlence,Şanlıurfa,lisans
abone5161,20,kadin,9896,Ulaşım,Gaziantep,lisans
abone5162,29,erkek,8046,Eğitim,Adana,lise
abone5163,55,kadin,6458,Giyim,Sivas,lisans
abone5164,30,erkek,3000,Ulaşım,Sivas,lise
abone5165,32,kadin,10391,Sağlık,Antalya,lise
abone5166,63,erkek,3000,Ev Giderleri,Diyarbakır,lisans
abone5167,59,kadin,9858,Eğitim,Trabzon,lisans
abone5168,61,kadin,4813,Gıda,Kocaeli,ilkokul
abone5169,54,erkek,6248,Giyim,Sivas,lise
abone5170,25,erkek,14162,Eğlence,Manisa,lise
abone5171,27,erkek,10994,Eğlence,Şanlıurfa,ortaokul
abone5172,50,erkek,3594,Gıda,Şanlıurfa,doktora
abone5173,59,kadin,13604,Diğer,Manisa,yuksek lisans
abone5174,57,kadin,3000,Eğitim,Gaziantep,lisans
abone5175,24,kadin,11920,Giyim,Kahramanmaraş,ilkokul
abone5176,48,erkek,3184,Ulaşım,Samsun,lisans
abone5177,53,erkek,11529,Eğitim,Gaziantep,doktora
abone5178,52,erkek,9791,Gıda,Bursa,doktora
abone5179,61,kadin,13125,Giyim,Sivas,ortaokul
abone5180,61,kadin,3820,Diğer,Trabzon,lise
abone5181,63,kadin,9781,Ulaşım,Balıkesir,yuksek lisans
abone5182,40,erkek,6161,Giyim,Şanlıurfa,yuksek lisans
abone5183,26,kadin,6087,Diğer,Adana,lise
abone5184,60,kadin,4536,Giyim,Ankara,yuksek lisans
abone5185,27,kadin,5029,Gıda,Malatya,lisans
abone5186,19,erkek,9370,Diğer,Kahramanmaraş,lise
abone5187,27,kadin,16622,Giyim,Balıkesir,ortaokul
abone5188,61,kadin,8520,Sağlık,Adana,lisans
abone5189,20,kadin,10124,Giyim,Samsun,ortaokul
abone5190,64,erkek,3000,Diğer,Bursa,lise
abone5191,18,kadin,3467,Gıda,Konya,lisans
abone5192,40,erkek,9538,Ulaşım,Bursa,lisans
abone5193,56,erkek,3000,Diğer,Ankara,lise
abone5194,69,erkek,6572,Eğitim,Ankara,lisans
abone5195,58,kadin,14317,Giyim,Kahramanmaraş,lisans
abone5196,43,erkek,4018,Ulaşım,Diyarbakır,lisans
abone5197,43,erkek,11652,Gıda,Kahramanmaraş,ortaokul
abone5198,57,erkek,13408,Eğitim,Denizli,lisans
abone5199,68,kadin,5005,Ulaşım,Antalya,lise
abone5200,69,kadin,16815,Diğer,Adana,lisans
abone5201,55,kadin,19595,Gıda,Diyarbakır,lise
abone5202,20,erkek,6217,Eğitim,Samsun,lisans
abone5203,27,kadin,4279,Eğitim,Gaziantep,lise
abone5204,20,erkek,11688,Giyim,Mersin,lise
abone5205,27,erkek,3000,Ev Giderleri,Izmir,ilkokul
abone5206,69,erkek,6063,Gıda,Kahramanmaraş,lisans
abone5207,36,kadin,15254,Eğlence,Trabzon,lisans
abone5208,62,erkek,10132,Gıda,Konya,lisans
abone5209,53,erkek,12046,Eğitim,Şanlıurfa,lise
abone5210,36,kadin,12560,Ev Giderleri,Adana,lise
abone5211,37,erkek,20245,Sağlık,Mersin,lisans
abone5212,49,erkek,5347,Diğer,Izmir,lisans
abone5213,37,erkek,13763,Diğer,Adana,yuksek lisans
abone5214,51,kadin,3762,Sağlık,Manisa,ilkokul
abone5215,35,erkek,3000,Diğer,Antalya,ortaokul
abone5216,39,kadin,14987,Ev Giderleri,Bursa,lise
abone5217,43,erkek,12323,Ev Giderleri,Trabzon,lisans
abone5218,66,erkek,11609,Giyim,Şanlıurfa,ortaokul
abone5219,29,erkek,7611,Giyim,Sivas,lisans
abone5220,68,kadin,4489,Ulaşım,Antalya,lise
abone5221,61,erkek,9279,Ulaşım,Balıkesir,lisans
abone5222,53,erkek,8825,Eğlence,Şanlıurfa,lisans
abone5223,39,kadin,3000,Diğer,Bursa,lise
abone5224,27,erkek,3000,Eğitim,Istanbul,lise
abone5225,44,erkek,11383,Diğer,Kahramanmaraş,lisans
abone5226,31,erkek,11657,Eğitim,Denizli,lisans
abone5227,66,kadin,10951,Giyim,Şanlıurfa,lisans
abone5228,55,kadin,13365,Giyim,Samsun,yuksek lisans
abone5229,39,erkek,9738,Gıda,Izmir,lisans
abone5230,60,kadin,6157,Eğitim,Trabzon,lise
abone5231,32,erkek,9990,Gıda,Denizli,lise
abone5232,20,erkek,4661,Gıda,Manisa,yuksek lisans
abone5233,45,erkek,15178,Eğlence,Kocaeli,ilkokul
abone5234,35,erkek,8326,Diğer,Kahramanmaraş,doktora
abone5235,46,kadin,12291,Eğitim,Ankara,ortaokul
abone5236,18,kadin,3421,Eğitim,Trabzon,lisans
abone5237,54,erkek,11926,Sağlık,Malatya,lisans
abone5238,55,kadin,7730,Ulaşım,Malatya,ortaokul
abone5239,35,kadin,9547,Gıda,Sivas,lisans
abone5240,37,kadin,10428,Giyim,Trabzon,lise
abone5241,24,kadin,11551,Gıda,Adana,lisans
abone5242,41,erkek,4357,Giyim,Denizli,yuksek lisans
abone5243,47,kadin,13426,Diğer,Trabzon,yuksek lisans
abone5244,18,kadin,5055,Ev Giderleri,Antalya,ilkokul
abone5245,57,erkek,3000,Eğlence,Gaziantep,lisans
abone5246,56,kadin,9843,Ulaşım,Antalya,lise
abone5247,55,kadin,8326,Eğlence,Balıkesir,lisans
abone5248,62,erkek,7801,Ulaşım,Şanlıurfa,lise
abone5249,69,kadin,7813,Sağlık,Antalya,lisans
abone5250,66,kadin,22606,Diğer,Izmir,ortaokul
abone5251,36,erkek,10942,Eğitim,Trabzon,lisans
abone5252,69,kadin,3279,Ulaşım,Manisa,lisans
abone5253,42,kadin,8070,Eğlence,Istanbul,ortaokul
abone5254,67,kadin,3000,Ulaşım,Şanlıurfa,yuksek lisans
abone5255,56,erkek,3000,Ev Giderleri,Bursa,lise
abone5256,36,erkek,6023,Ulaşım,Adana,lise
abone5257,67,erkek,6123,Ulaşım,Balıkesir,lise
abone5258,54,erkek,9956,Gıda,Denizli,ortaokul
abone5259,31,erkek,9449,Giyim,Gaziantep,yuksek lisans
abone5260,46,erkek,3000,Eğlence,Ankara,lise
abone5261,20,kadin,7953,Eğlence,Diyarbakır,lisans
abone5262,20,kadin,12816,Gıda,Trabzon,lise
abone5263,26,erkek,9191,Eğlence,Samsun,lise
abone5264,53,kadin,9821,Eğitim,Şanlıurfa,lise
abone5265,62,kadin,3000,Diğer,Istanbul,doktora
abone5266,57,kadin,12625,Eğlence,Sivas,lisans
abone5267,24,kadin,6673,Gıda,Kahramanmaraş,lisans
abone5268,56,kadin,6215,Ev Giderleri,Malatya,lisans
abone5269,66,kadin,5449,Diğer,Diyarbakır,ilkokul
abone5270,57,kadin,7586,Diğer,Antalya,lise
abone5271,40,erkek,8119,Giyim,Kocaeli,lisans
abone5272,36,kadin,15453,Giyim,Samsun,lisans
abone5273,54,erkek,14564,Ev Giderleri,Konya,lise
abone5274,62,kadin,12747,Gıda,Ankara,lise
abone5275,33,erkek,3000,Eğlence,Malatya,yuksek lisans
abone5276,36,erkek,10203,Ulaşım,Balıkesir,lisans
abone5277,44,erkek,6258,Ulaşım,Mersin,lisans
abone5278,51,erkek,15540,Diğer,Konya,doktora
abone5279,59,kadin,8382,Eğlence,Antalya,lisans
abone5280,28,erkek,9544,Ev Giderleri,Manisa,lise
abone5281,65,erkek,5161,Ev Giderleri,Bursa,ortaokul
abone5282,49,kadin,3000,Diğer,Kahramanmaraş,lise
abone5283,39,kadin,13868,Ev Giderleri,Bursa,lisans
abone5284,43,kadin,11073,Gıda,Sivas,lisans
abone5285,54,kadin,13044,Diğer,Adana,lisans
abone5286,26,kadin,6866,Eğitim,Manisa,lisans
abone5287,30,kadin,13572,Ev Giderleri,Malatya,lisans
abone5288,41,erkek,14211,Eğlence,Diyarbakır,ortaokul
abone5289,60,kadin,7682,Giyim,Balıkesir,ortaokul
abone5290,54,kadin,13351,Sağlık,Konya,lisans
abone5291,60,kadin,18004,Eğlence,Şanlıurfa,lisans
abone5292,55,erkek,6438,Diğer,Kahramanmaraş,yuksek lisans
abone5293,61,kadin,14676,Giyim,Istanbul,lise
abone5294,31,kadin,3000,Giyim,Samsun,lise
abone5295,67,kadin,12760,Sağlık,Kahramanmaraş,lisans
abone5296,40,erkek,3000,Eğitim,Sivas,doktora
abone5297,51,kadin,14228,Gıda,Samsun,lisans
abone5298,54,kadin,11126,Eğlence,Konya,lise
abone5299,34,erkek,9503,Eğlence,Malatya,lisans
abone5300,38,erkek,4769,Sağlık,Izmir,doktora
abone5301,34,erkek,8549,Ulaşım,Izmir,lise
abone5302,40,erkek,9904,Gıda,Konya,lise
abone5303,54,erkek,10214,Eğlence,Konya,lise
abone5304,70,erkek,6140,Ev Giderleri,Ankara,lise
abone5305,60,kadin,11695,Diğer,Mersin,lisans
abone5306,47,kadin,5380,Ulaşım,Konya,lisans
abone5307,45,erkek,6655,Diğer,Manisa,yuksek lisans
abone5308,46,kadin,15733,Diğer,Şanlıurfa,lisans
abone5309,45,kadin,7554,Eğlence,Trabzon,doktora
abone5310,23,erkek,6974,Gıda,Istanbul,lise
abone5311,25,erkek,10709,Giyim,Kahramanmaraş,lise
abone5312,44,kadin,4842,Giyim,Samsun,lise
abone5313,60,erkek,9151,Ev Giderleri,Gaziantep,lisans
abone5314,41,kadin,7890,Ulaşım,Bursa,lisans
abone5315,19,erkek,7489,Sağlık,Mersin,lise
abone5316,24,erkek,9659,Eğlence,Istanbul,lisans
abone5317,43,erkek,12687,Sağlık,Ankara,lisans
abone5318,61,kadin,11053,Diğer,Kocaeli,ortaokul
abone5319,61,kadin,4825,Diğer,Bursa,yuksek lisans
abone5320,44,erkek,9634,Diğer,Kocaeli,lise
abone5321,61,kadin,14991,Ulaşım,Diyarbakır,ortaokul
abone5322,58,erkek,7257,Giyim,Manisa,doktora
abone5323,35,kadin,10796,Giyim,Mersin,doktora
abone5324,31,erkek,23981,Gıda,Samsun,yuksek lisans
abone5325,62,kadin,12856,Ev Giderleri,Manisa,lise
abone5326,20,erkek,6449,Ev Giderleri,Gaziantep,lise
abone5327,70,kadin,11188,Sağlık,Trabzon,lisans
abone5328,32,kadin,11705,Eğlence,Samsun,yuksek lisans
abone5329,19,erkek,11663,Eğlence,Izmir,yuksek lisans
abone5330,29,kadin,10522,Giyim,Ankara,yuksek lisans
abone5331,22,erkek,3240,Gıda,Adana,ortaokul
abone5332,44,erkek,7274,Diğer,Ankara,ilkokul
abone5333,33,kadin,4466,Eğitim,Balıkesir,lisans
abone5334,47,erkek,9516,Giyim,Bursa,lise
abone5335,54,kadin,12361,Sağlık,Gaziantep,doktora
abone5336,20,erkek,9371,Sağlık,Kocaeli,lisans
abone5337,41,erkek,10240,Eğitim,Denizli,ortaokul
abone5338,66,erkek,7875,Eğlence,Kocaeli,lise
abone5339,70,kadin,11330,Eğitim,Izmir,lise
abone5340,52,kadin,8931,Eğlence,Konya,ilkokul
abone5341,53,kadin,10289,Diğer,Sivas,yuksek lisans
abone5342,65,kadin,12410,Sağlık,Diyarbakır,ortaokul
abone5343,21,kadin,6557,Ulaşım,Ankara,lisans
abone5344,33,erkek,20288,Sağlık,Izmir,lise
abone5345,23,kadin,10296,Eğlence,Kahramanmaraş,lise
abone5346,30,erkek,11617,Ev Giderleri,Gaziantep,ortaokul
abone5347,68,erkek,8000,Ev Giderleri,Diyarbakır,doktora
abone5348,45,erkek,7913,Gıda,Manisa,lise
abone5349,34,erkek,11899,Giyim,Izmir,lisans
abone5350,24,erkek,7613,Eğlence,Manisa,lise
abone5351,36,erkek,3000,Eğitim,Adana,lisans
abone5352,60,kadin,17005,Giyim,Mersin,lisans
abone5353,23,erkek,10831,Ulaşım,Sivas,yuksek lisans
abone5354,51,erkek,12272,Gıda,Balıkesir,ilkokul
abone5355,49,kadin,7085,Giyim,Sivas,lisans
abone5356,56,kadin,6914,Eğitim,Trabzon,lise
abone5357,48,erkek,14312,Eğitim,Antalya,lise
abone5358,53,kadin,10118,Ev Giderleri,Malatya,yuksek lisans
abone5359,55,kadin,9550,Ulaşım,Balıkesir,lise
abone5360,38,kadin,5918,Ev Giderleri,Gaziantep,lisans
abone5361,35,erkek,3000,Ev Giderleri,Istanbul,ortaokul
abone5362,64,kadin,10166,Diğer,Manisa,ilkokul
abone5363,60,erkek,12191,Sağlık,Ankara,lise
abone5364,69,erkek,14555,Eğitim,Kahramanmaraş,yuksek lisans
abone5365,51,kadin,6583,Giyim,Diyarbakır,yuksek lisans
abone5366,37,kadin,14422,Sağlık,Balıkesir,lisans
abone5367,47,erkek,8575,Ev Giderleri,Izmir,ortaokul
abone5368,42,erkek,10300,Eğlence,Ankara,lisans
abone5369,50,kadin,3819,Gıda,Denizli,lise
abone5370,48,kadin,16865,Sağlık,Sivas,lisans
abone5371,64,erkek,3149,Gıda,Izmir,lisans
abone5372,40,erkek,10316,Ulaşım,Gaziantep,yuksek lisans
